instruction,input,output
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (25401ms, torso-hip: 28, ankle: 47, heel: 27)
Elbow Flaring: FALSE
Depth: 54
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 25401ms: torso-hip 28 degrees, ankle 47 degrees, heel distance 27mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 54 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (46817ms, torso-hip: 27, ankle: 41, heel: 14)
Elbow Flaring: FALSE
Depth: 65
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 46817ms: torso-hip 27 degrees, ankle 41 degrees, heel distance 14mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 65 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (57907ms, torso-hip: 34, ankle: 56, heel: 16)
Elbow Flaring: FALSE
Depth: 60
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 57907ms: torso-hip 34 degrees, ankle 56 degrees, heel distance 16mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 60 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (35661ms, torso-hip: 40, ankle: 49, heel: 15)
Elbow Flaring: FALSE
Depth: 53
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 35661ms: torso-hip 40 degrees, ankle 49 degrees, heel distance 15mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 53 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (13268ms, torso-hip: 31, ankle: 43, heel: 12)
Elbow Flaring: FALSE
Depth: 62
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 13268ms: torso-hip 31 degrees, ankle 43 degrees, heel distance 12mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 62 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (34618ms, torso-hip: 32, ankle: 50, heel: 14)
Elbow Flaring: FALSE
Depth: 58
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 34618ms: torso-hip 32 degrees, ankle 50 degrees, heel distance 14mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 58 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (23671ms, torso-hip: 25, ankle: 46, heel: 10)
Elbow Flaring: FALSE
Depth: 53
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 23671ms: torso-hip 25 degrees, ankle 46 degrees, heel distance 10mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 53 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (21158ms, torso-hip: 31, ankle: 49, heel: 24)
Elbow Flaring: FALSE
Depth: 66
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 21158ms: torso-hip 31 degrees, ankle 49 degrees, heel distance 24mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 66 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (38511ms, torso-hip: 25, ankle: 55, heel: 20)
Elbow Flaring: FALSE
Depth: 55
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 38511ms: torso-hip 25 degrees, ankle 55 degrees, heel distance 20mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 55 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (50241ms, torso-hip: 30, ankle: 58, heel: 28)
Elbow Flaring: FALSE
Depth: 60
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 50241ms: torso-hip 30 degrees, ankle 58 degrees, heel distance 28mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 60 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
